draft_round,draft_ovr,twitter_username,team,fantasypros_id,sleeper_id,stats_global_id,mfl_id,cbs_id,merge_name,stats_id,rotoworld_id,cfbref_id,nfl_id,height,weight,name,ktc_id,gsis_id,pfr_id,fantasy_data_id,college,sportradar_id,position,birthdate,age,swish_id,draft_pick,yahoo_id,rotowire_id,draft_year,espn_id,pff_id,db_season,fleaflicker_id
,,,JAC,25371.0,12898.0,0.0,17283,,seth henigan,42205.0,,,,75.0,215.0,Seth Henigan,,,,,Memphis,05125990-248e-11f0-b86d-cf6af77e85f8,QB,2003-03-10,22.3,,,,18654.0,2025.0,4606194.0,,2025,
,,,MIA,22901.0,12866.0,0.0,17284,,jalin conyers,42167.0,,,,76.0,265.0,Jalin Conyers,,,,,Texas Tech,e6133580-2444-11f0-aa47-6d319a700fda,TE,2001-07-26,23.9,,,,18622.0,2025.0,4431044.0,,2025,
,,,MIN,,13121.0,0.0,17285,,ben yurosek,42434.0,,,,76.0,245.0,Ben Yurosek,,,,,Georgia,1f3d48b0-2629-11f0-9dca-47cf7c5385b0,TE,2002-03-17,23.3,,,,18536.0,2025.0,4433959.0,,2025,
,,,BAL,,13024.0,0.0,17286,,jay higgins,42336.0,,,,74.0,233.0,Jay Higgins,,,,,Iowa,d4476190-254e-11f0-bbb1-dfff98110c96,LB,2002-02-14,23.4,,,,18732.0,2025.0,4565350.0,,2025,
,,,SEA,,13048.0,0.0,17287,3162720.0,jared ivey,42358.0,,,,78.0,274.0,Jared Ivey,,,,,Ole Miss,521af940-2556-11f0-b31c-15f75b688f25,LB,2001-12-05,23.6,,,,18673.0,2025.0,4605478.0,,2025,
,,,PHI,,13139.0,0.0,17288,,taylor morin,,,,,71.0,185.0,Taylor Morin,,,,,Wake Forest,1b29e8b0-263c-11f0-a83a-5dc5f977bd5d,WR,,,,,,18962.0,2025.0,4567044.0,,2025,
,,,DEN,,12772.0,0.0,17289,,courtney jackson,42071.0,,,,71.0,179.0,Courtney Jackson,,,,,Arkansas State,ce81b780-230d-11f0-912b-791b89a31e3d,WR,,,,,,18860.0,2025.0,4565172.0,,2025,
,,,TBB,,12745.0,0.0,17290,,shilo sanders,,,,,72.0,196.0,Shilo Sanders,,,,,Colorado,43756940-22f7-11f0-89d3-c7b82190d975,S,2000-02-09,25.4,,,,19065.0,2025.0,4426508.0,,2025,
,,,MIA,,12859.0,0.0,17291,,nate noel,,,,,68.0,187.0,Nate Noel,,,,,Missouri,245093a0-2441-11f0-a608-33674237b180,RB,2002-04-04,23.2,,,,18475.0,2025.0,4613032.0,,2025,
,,,BUF,27492.0,12755.0,0.0,17292,,kelly akharaiyi,,,,,73.0,200.0,Kelly Akharaiyi,,,,,Mississippi State,01eab3e0-2306-11f0-9c04-1317a7fe708d,WR,,,,,,18904.0,2025.0,5082289.0,,2025,
,,,NYJ,27453.0,12925.0,0.0,17293,,jamaal pritchett,,,,,68.0,175.0,Jamaal Pritchett,,,,,South Alabama,d9981370-2502-11f0-8ac8-c31e8098aeb4,WR,,,,,,18857.0,2025.0,4892576.0,,2025,
,,,NOS,,13217.0,0.0,17294,,hunter dekkers,42537.0,,,,75.0,225.0,Hunter Dekkers,,,,,Iowa State,561d7ac0-3043-11f0-aa21-cfe6c5a5e328,QB,2001-07-04,24.0,,,,18809.0,2025.0,4565358.0,,2025,
,,,ATL,,12603.0,0.0,17295,,cobee bryant,42193.0,,,,72.0,180.0,Cobee Bryant,,,,,Kansas,c8584970-2478-11f0-b52e-75a660006007,CB,2001-09-17,23.8,,,,18598.0,2025.0,4429324.0,,2025,
,,,NOS,,13043.0,0.0,17296,,chris tyree,42343.0,,,,70.0,192.0,Chris Tyree,,,,,Virginia,394f7520-2552-11f0-9371-f9b494c39630,WR,2001-12-05,23.6,,,,17035.0,2025.0,4430804.0,,2025,
,,,PHI,,13153.0,0.0,17297,,giles jackson,42468.0,,,,69.0,187.0,Giles Jackson,,,,,Washington,50201cb0-2911-11f0-8936-0dff501e2cb9,WR,2001-12-11,23.6,,,,18984.0,2025.0,4427569.0,,2025,
,,,LAC,,12803.0,0.0,17298,,luke grimm,42104.0,,,,72.0,190.0,Luke Grimm,,,,,Kansas,d6933d60-238d-11f0-b20f-f13e07eacbeb,WR,2001-08-08,23.9,,,,18838.0,2025.0,4433830.0,,2025,
,,,SFO,,13072.0,0.0,17299,,stone blanton,42381.0,,,,73.0,227.0,Stone Blanton,,,,,Mississippi State,247d9790-2574-11f0-8bf8-a78d98770897,LB,,,,,,19122.0,2025.0,4685270.0,,2025,
,,,CAR,27451.0,12967.0,0.0,17300,,jacolby george,42259.0,,,,72.0,176.0,Jacolby George,,,,,Miami (FL),f64aff60-2510-11f0-abe6-9bfe83819280,WR,2003-01-25,22.4,,,,18649.0,2025.0,4567784.0,,2025,
,,,DAL,,12849.0,0.0,17301,,traeshon holden,42151.0,,,,75.0,205.0,Traeshon Holden,,,,,Oregon,50ac1100-23d7-11f0-9908-fbcde49adcd9,WR,2001-08-12,23.9,,,,18495.0,2025.0,4429172.0,,2025,
,,,NEP,,12981.0,0.0,17302,,gee scott,42290.0,,,,75.0,243.0,Gee Scott,,,,,Ohio State,8b202ea0-2532-11f0-b529-67be36c4abe8,TE,,,,,,17023.0,2025.0,4429115.0,,2025,
,,,NYG,22925.0,12889.0,0.0,17303,,beaux collins,42194.0,,,,75.0,206.0,Beaux Collins,,,,,Notre Dame,24597d60-247a-11f0-8324-3170fad3f2ab,WR,2002-12-16,22.5,,,,18648.0,2025.0,4431210.0,,2025,
,,,LVR,,12993.0,0.0,17304,,jah joyner,42299.0,,,,76.0,262.0,Jah Joyner,,,,,Minnesota,d3dbba60-2541-11f0-8b1e-6fc9adf63156,DE,2001-07-30,23.9,,,,18674.0,2025.0,4430111.0,,2025,
,,,CIN,,12761.0,0.0,17305,26698828.0,jordan moore,42057.0,,,,72.0,191.0,Jordan Moore,,,,,Duke,5de30070-2302-11f0-991a-67346bf4b94b,WR,2002-04-18,23.2,,,,18944.0,2025.0,4594444.0,,2025,
,,,IND,,12826.0,0.0,17307,3125140.0,ulysses bentley,42126.0,,,,70.0,200.0,Ulysses Bentley,,,,,Ole Miss,f71d0370-23b2-11f0-b632-8947e146a0ae,RB,2000-12-30,24.5,,,,18640.0,2025.0,4426689.0,,2025,
,,,LAC,,12773.0,0.0,17308,,dj uiagalelei,42079.0,,,,76.0,229.0,DJ Uiagalelei,,,,,Florida State,afaf9a70-2312-11f0-be9a-5f5a7ddcdf04,QB,2001-04-17,24.2,,,,18448.0,2025.0,4429020.0,,2025,
,,,DEN,,12777.0,0.0,17309,,joaquin davis,42072.0,,,,76.0,195.0,Joaquin Davis,,,,,North Carolina Central,11288610-2311-11f0-833e-6da5d4b3f0d4,WR,,,,,,18862.0,2025.0,4696907.0,,2025,
,,,LAC,,12815.0,0.0,17310,,stevo klotz,42122.0,,,,76.0,260.0,Stevo Klotz,,,,,Iowa State,ca2eed00-23ae-11f0-a139-771c091b0ec3,TE,,,,,,18839.0,2025.0,4686438.0,,2025,
,,,ATL,,12884.0,0.0,17311,,quincy skinner,42187.0,,,,74.0,205.0,Quincy Skinner,,,,,Vanderbilt,ab7254b0-246c-11f0-a479-43ecd63a7ee8,WR,2003-02-28,22.3,,,,18898.0,2025.0,4572380.0,,2025,
,,,ATL,,12883.0,0.0,17312,,joshua simon,42186.0,,,,76.0,259.0,Joshua Simon,,,,,South Carolina,45892890-246c-11f0-9194-77c874aa65db,TE,2000-11-27,24.6,,,,18621.0,2025.0,4430482.0,,2025,
,,,JAC,,12909.0,0.0,17313,,eli pancol,42217.0,,,,75.0,205.0,Eli Pancol,,,,,Duke,2b89f6e0-249e-11f0-8ecb-33c8d222dbba,WR,,,,,,18869.0,2025.0,4430288.0,,2025,
,,,CLE,,13189.0,0.0,17314,,luke floriea,42507.0,,,,68.0,179.0,Luke Floriea,,,,,Kent State,831ba100-2f3a-11f0-81fd-056e0ea5cac0,WR,,,,,,19111.0,2025.0,4566157.0,,2025,
,,,CHI,,12750.0,0.0,17316,,jonathan kim,42048.0,,,,72.0,232.0,Jonathan Kim,,,,,Michigan State,e36f0e80-22fa-11f0-9dac-6f662a2700ab,PK,2004-03-25,21.3,,,,18935.0,2025.0,4568671.0,,2025,
,,,PIT,,12955.0,0.0,17317,,sebastian castro,42276.0,,,,71.0,203.0,Sebastian Castro,,,,,Iowa,f38fa130-2516-11f0-861c-af2c02a86775,S,2000-10-14,24.7,,,,17867.0,2025.0,4426882.0,,2025,
,,,JAC,,13064.0,0.0,17318,26730616.0,dorian singer,42377.0,,,,72.0,181.0,Dorian Singer,,,,,Utah,bd460ff0-2567-11f0-831d-a5b6ed781dda,WR,2002-10-16,22.7,,,,18955.0,2025.0,4711055.0,,2025,
,,,DAL,,12855.0,0.0,17319,,alijah clark,42157.0,,,,73.0,187.0,Alijah Clark,,,,,Syracuse,503614b0-243a-11f0-a456-558ce379768a,S,,,,,,18638.0,2025.0,4595352.0,,2025,
1.0,1.0,,CHI,23084.0,11560.0,0.0,16579,26695775.0,caleb williams,40900.0,,caleb-williams-3,,73.0,215.0,Caleb Williams,1550.0,00-0039918,WillCa03,,USC,49d4b627-3f19-49a8-ae33-f539e0fb1f88,QB,2001-11-18,23.6,1286445.0,1.0,40900.0,17695.0,2024.0,4431611.0,,2025,
1.0,3.0,,NEP,23046.0,11564.0,0.0,16580,26695757.0,drake maye,40881.0,,drake-maye-1,,76.0,225.0,Drake Maye,1551.0,00-0039851,MayeDr00,,North Carolina,d0c0630e-8925-4b81-a32b-e4146d95f01f,QB,2002-08-30,22.8,1286803.0,3.0,40881.0,17673.0,2024.0,4431452.0,,2025,
1.0,2.0,,WAS,22902.0,11566.0,0.0,16581,3123337.0,jayden daniels,40896.0,,jayden-daniels-1,,76.0,210.0,Jayden Daniels,1552.0,00-0039910,DaniJa02,,LSU,bab8c65a-9fff-410d-8e34-dc2f636d890e,QB,2000-12-18,24.5,1161228.0,2.0,40896.0,17692.0,2024.0,4426348.0,,2025,
1.0,12.0,,DEN,22910.0,11563.0,0.0,16582,3121193.0,bo nix,40875.0,,bo-nix-1,,74.0,217.0,Bo Nix,1553.0,00-0039732,NixxBo00,,Oregon,f056c8ed-6ee5-492c-af11-3f7e3d97195c,QB,2000-02-25,25.4,1161899.0,12.0,40875.0,16995.0,2024.0,4426338.0,,2025,
1.0,8.0,,ATL,22973.0,11559.0,0.0,16583,2963496.0,michael penix,40889.0,,michael-penix-jr-1,,74.0,220.0,Michael Penix Jr.,1554.0,00-0039917,PeniMi00,,Washington,6499a161-b221-4591-b122-d99ece1be64b,QB,2000-05-08,25.2,1107478.0,8.0,40889.0,17700.0,2024.0,4360423.0,,2025,
1.0,10.0,,MIN,23018.0,11565.0,0.0,16584,26695214.0,jj mccarthy,40905.0,,jj-mccarthy-1,,75.0,219.0,J.J. McCarthy,1555.0,00-0039923,McCaJJ00,,Michigan,587cc3c3-aeda-4ac7-8803-a7e4db195534,QB,2003-01-20,22.5,1287599.0,10.0,40905.0,17689.0,2024.0,4433970.0,,2025,
6.0,193.0,,DAL,25967.0,11557.0,0.0,16585,2962193.0,joe milton,41060.0,,joe-milton-2,,77.0,246.0,Joe Milton,1556.0,00-0039398,MiltJo00,,Tennessee,74043480-24ef-4c26-99d4-18f43d5b41d3,QB,2000-03-06,25.3,1112338.0,17.0,41060.0,17830.0,2024.0,4360698.0,,2025,
5.0,150.0,,NOS,23081.0,11562.0,0.0,16586,3125863.0,spencer rattler,41043.0,,spencer-rattler-1,,72.0,211.0,Spencer Rattler,1557.0,00-0039376,RattSp00,,South Carolina,e0eecf78-86b2-4ee8-8ac9-d7713a138765,QB,2000-09-28,24.8,1174752.0,15.0,41043.0,17782.0,2024.0,4426339.0,,2025,
,,,WAS,,11376.0,0.0,16587,2965037.0,sam hartman,41238.0,,,,77.0,306.0,Sam Hartman,,00-0039677,,,Florida,007971f0-f012-11ed-833c-ebfbb713adc7,QB,1998-10-15,26.7,1117351.0,,,17664.0,2024.0,4361994.0,,2025,
7.0,245.0,,TBB,25226.0,11561.0,0.0,16588,3163083.0,michael pratt,41130.0,,michael-pratt-1,,74.0,217.0,Michael Pratt,,00-0039238,PratMi00,,Tulane,da5f9694-1b77-4f6e-acea-6fc76145f79a,QB,2001-09-30,23.8,1214318.0,25.0,41130.0,16996.0,2024.0,4685039.0,,2025,
5.0,171.0,,FA,25377.0,11567.0,0.0,16589,2963373.0,jordan travis,41037.0,,jordan-travis-1,,73.0,200.0,Jordan Travis,,00-0039797,TravJo00,,Florida State,b73bd8ba-a6bc-4731-9ef5-47b400a2713d,QB,2000-05-02,25.2,1121075.0,36.0,41037.0,17809.0,2024.0,4360799.0,,2025,
,,,FA,23002.0,12259.0,0.0,16590,3123935.0,taulia tagovailoa,41559.0,,,,71.0,200.0,Taulia Tagovailoa,,,,,Maryland,ec7b8cf0-0bb9-11ef-bb45-99966e93bb71,QB,2000-02-15,25.4,,,,16999.0,2024.0,,,2025,
6.0,218.0,,BAL,24698.0,11556.0,0.0,16591,2964337.0,devin leary,41069.0,,devin-leary-1,,73.0,216.0,Devin Leary,,00-0039801,LearDe00,,Kentucky,8e947d6d-f043-4e12-8a42-b7c30732cdeb,QB,1999-09-10,25.8,1122502.0,42.0,41069.0,17911.0,2024.0,4361653.0,,2025,
,,,CAR,,12009.0,0.0,16592,2961162.0,jack plummer,41292.0,,,,77.0,215.0,Jack Plummer,,00-0039501,,,Louisville,1897f020-070b-11ef-860e-85b981b3a108,QB,1999-10-21,25.7,1106854.0,,,17948.0,2024.0,2961162.0,,2025,
3.0,83.0,,LAR,23013.0,11586.0,0.0,16593,3169252.0,blake corum,40962.0,,blake-corum-1,,68.0,210.0,Blake Corum,1564.0,00-0039738,CoruBl00,,Michigan,93ba1da2-3679-4ddc-9687-0802349f9ee2,RB,2000-11-25,24.6,1229540.0,19.0,40962.0,17690.0,2024.0,4429096.0,,2025,
3.0,66.0,,ARI,25388.0,11589.0,0.0,16594,3176915.0,trey benson,40958.0,,trey-benson-2,,72.0,216.0,Trey Benson,1565.0,00-0039921,BensTr01,,Florida State,0c1253f2-1822-445d-8590-fea6fd32703f,RB,2002-07-23,22.9,1248031.0,2.0,40958.0,17767.0,2024.0,4429275.0,,2025,
5.0,147.0,,DEN,23054.0,11579.0,0.0,16595,26713577.0,audric estime,41019.0,,audric-estime-1,,71.0,227.0,Audric Estime,1566.0,00-0039373,EstiAu00,,Notre Dame,3b86dd7c-0b21-448d-a662-5675e87fd0da,RB,2003-09-06,21.8,1321291.0,12.0,41019.0,17788.0,2024.0,4569682.0,,2025,
4.0,134.0,,NYJ,24346.0,11576.0,0.0,16596,26726580.0,braelon allen,40981.0,,braelon-allen-1,,73.0,235.0,Braelon Allen,1567.0,00-0039794,AlleBr05,,Wisconsin,d7f72deb-c1e2-47a2-b651-887f0e33dc44,RB,2004-01-20,21.5,1325231.0,34.0,40981.0,17702.0,2024.0,4685247.0,,2025,
2.0,46.0,,CAR,26148.0,11583.0,0.0,16597,26730706.0,jonathon brooks,40926.0,,jonathon-brooks-1,,72.0,207.0,Jonathon Brooks,1568.0,00-0039344,BrooJo02,,Texas,5c842941-844b-4f6a-bce4-26b377146674,RB,2003-07-21,22.0,1326601.0,14.0,40926.0,17747.0,2024.0,4678008.0,,2025,
4.0,125.0,,TBB,25981.0,11584.0,0.0,16598,26693770.0,bucky irving,40993.0,,markeise-irving-1,,70.0,195.0,Bucky Irving,1569.0,00-0039361,IrviBu00,,Oregon,c5249c6f-bd1b-4352-8228-de2bd499ca0d,RB,2002-08-19,22.9,1287923.0,25.0,40993.0,17784.0,2024.0,4596448.0,,2025,
,,,BUF,25980.0,11573.0,0.0,16599,3172189.0,frank gore,41243.0,,,,68.0,195.0,Frank Gore Jr.,1570.0,00-0039471,,,Southern Miss,cd4c8e90-06f7-11ef-a3ab-0317e25dec4e,RB,2002-03-13,23.3,1233127.0,,41243.0,17853.0,2024.0,4429805.0,,2025,
,,,LAR,26216.0,11644.0,0.0,16600,28876935.0,cody schrader,41193.0,,,,69.0,214.0,Cody Schrader,,00-0039703,,,Missouri,70c949c0-057f-11ef-ae83-716cc96c95b8,RB,1999-09-08,25.8,1140248.0,,41193.0,17829.0,2024.0,4391845.0,,2025,
4.0,127.0,,PHI,22930.0,11577.0,0.0,16601,26699119.0,will shipley,41002.0,,will-shipley-1,,71.0,209.0,Will Shipley,1572.0,00-0039746,ShipWi00,,Clemson,796e223d-e8d5-42ab-afb4-557fa6183357,RB,2002-08-29,22.8,1287636.0,27.0,41002.0,17802.0,2024.0,4431545.0,,2025,
,,,FA,,11578.0,0.0,16602,3169578.0,miyan williams,,,,,69.0,226.0,Miyan Williams,,,,,Ohio State,,RB,,,,,,17857.0,2024.0,,,2025,
4.0,128.0,,BUF,26191.0,11575.0,0.0,16603,3123108.0,ray davis,40980.0,,remahn-davis-1,,68.0,220.0,Ray Davis,1574.0,00-0039875,DaviRa04,,Kentucky,a856dd59-ed95-471a-bfb9-fbd0566bd1a9,RB,1999-11-11,25.6,1165229.0,28.0,40980.0,17792.0,2024.0,4429501.0,,2025,
3.0,88.0,,GBP,23118.0,11581.0,0.0,16604,3162514.0,marshawn lloyd,40971.0,,marshawn-lloyd-1,,69.0,220.0,MarShawn Lloyd,1575.0,00-0039811,LloyMa00,,USC,7b8967bc-a3a5-4aa4-bd1f-2846663ca831,RB,2001-01-05,24.5,1213414.0,24.0,40971.0,17795.0,2024.0,4429023.0,,2025,
6.0,186.0,,FA,22894.0,11590.0,0.0,16605,3162688.0,jase mcclellan,41075.0,,jase-mcclellan-1,,71.0,215.0,Jase McClellan,,00-0039393,McClJa05,,Alabama,a23f5b88-d1a4-4321-8df9-425b9a1c1696,RB,2002-06-25,23.0,1213251.0,10.0,41075.0,17039.0,2024.0,4429001.0,,2025,
,,,CIN,22962.0,11649.0,0.0,16606,3162977.0,kendall milton,41377.0,,,,73.0,230.0,Kendall Milton,1577.0,00-0039266,,,Georgia,d0dd8a70-072c-11ef-a49f-41e71daeb2e1,RB,2002-02-10,23.4,1213345.0,,,17970.0,2024.0,4429012.0,,2025,
,,,FA,24369.0,12356.0,0.0,16607,3171876.0,jabari small,41661.0,,,,69.0,198.0,Jabari Small,,00-0039652,,,Tennessee,bd14f200-0c9d-11ef-b4ed-99c2e96904b1,RB,2002-01-31,23.4,1232898.0,,41661.0,17944.0,2024.0,4432545.0,,2025,
,,,SEA,22915.0,12048.0,0.0,16608,3131661.0,george holani,41344.0,,,,71.0,210.0,George Holani,,00-0039299,,,Boise State,971a3930-0724-11ef-a47d-6f7fe8c7bc97,RB,1999-12-16,25.5,1180625.0,,41344.0,17968.0,2024.0,4429835.0,,2025,
,,,FA,26226.0,11580.0,0.0,16609,3171023.0,dillon johnson,41256.0,,,,72.0,218.0,Dillon Johnson,,00-0039647,,,Washington,afad59f0-0701-11ef-b0ca-3d2ccff3ed8f,RB,2001-06-15,24.1,1231663.0,,41256.0,17680.0,2024.0,4689338.0,,2025,
4.0,120.0,,MIA,25987.0,11643.0,0.0,16610,26698774.0,jaylen wright,41010.0,,jaylen-wright-1,,70.0,210.0,Jaylen Wright,1581.0,00-0039874,WrigJa04,,Tennessee,ba9e1390-028b-47c9-8710-84cee3fa25de,RB,2003-04-01,22.3,1286513.0,20.0,41010.0,17800.0,2024.0,4682745.0,,2025,
,,,CAR,26330.0,11998.0,0.0,16611,3164304.0,emani bailey,41271.0,,,,67.0,202.0,Emani Bailey,,00-0039311,,,TCU,dc1edb70-0707-11ef-a3d0-77ba0287fd10,RB,2001-11-28,23.6,1222147.0,,41271.0,17969.0,2024.0,4565761.0,,2025,
,,,KCC,26372.0,11582.0,0.0,16612,26698435.0,carson steele,41464.0,,,,72.0,228.0,Carson Steele,1583.0,00-0039325,,,UCLA,56312980-07cc-11ef-ae1a-ef16ff05bbda,RB,2002-10-21,22.7,1319219.0,,41464.0,17909.0,2024.0,4714365.0,,2025,
6.0,208.0,,LVR,26194.0,11574.0,0.0,16613,2964322.0,dylan laube,41054.0,,,,70.0,206.0,Dylan Laube,1584.0,00-0039407,LaubDy00,,New Hampshire,de5b56bd-33f0-48bc-b1e3-9523bd6bba64,RB,1999-12-14,25.6,1122182.0,32.0,41054.0,17818.0,2024.0,4366963.0,,2025,
1.0,4.0,,ARI,23064.0,11628.0,0.0,16614,26701883.0,marvin harrison,40893.0,,marvin-harrison-jr-1,,75.0,209.0,Marvin Harrison Jr.,1585.0,00-0039849,HarrMa09,,Ohio State,e8da21a8-796d-48a2-b644-57d08983ae01,WR,2002-08-11,22.9,1287828.0,4.0,40893.0,17674.0,2024.0,4432708.0,,2025,
1.0,6.0,,NYG,25409.0,11632.0,0.0,16615,26697761.0,malik nabers,40899.0,,malik-nabers-1,,72.0,200.0,Malik Nabers,1586.0,00-0039337,NabeMa00,,LSU,55ef2022-50c2-465b-839e-c0f4c9e7c55c,WR,2003-07-28,21.9,1286059.0,6.0,40899.0,17704.0,2024.0,4595348.0,,2025,
1.0,9.0,,CHI,25411.0,11620.0,0.0,16616,3162979.0,rome odunze,40901.0,,rome-odunze-1,,75.0,215.0,Rome Odunze,1587.0,00-0039919,OdunRo00,,Washington,f64694e0-0381-11ef-973d-5176a0ecbee4,WR,2002-06-03,23.1,1213727.0,9.0,40901.0,17020.0,2024.0,4431299.0,,2025,
2.0,33.0,,BUF,26019.0,11637.0,0.0,16617,26717289.0,keon coleman,40911.0,,keon-coleman-1,,76.0,215.0,Keon Coleman,1588.0,00-0039901,ColeKe02,,Florida State,6752915f-efe5-473d-a520-78cadfab6dda,WR,2003-05-17,22.1,1322431.0,1.0,40911.0,17732.0,2024.0,4635008.0,,2025,
1.0,23.0,,JAC,23000.0,11631.0,0.0,16618,3132164.0,brian thomas,40883.0,,brian-thomas-jr-1,,74.0,209.0,Brian Thomas Jr.,1589.0,00-0039893,ThomBr06,,LSU,271a233e-68b3-4261-a3aa-7667eaf9d3cc,WR,2002-10-08,22.7,1286064.0,23.0,40883.0,17716.0,2024.0,4432773.0,,2025,
4.0,102.0,,DEN,23092.0,11627.0,0.0,16619,26693436.0,troy franklin,41009.0,,troy-franklin-2,,75.0,180.0,Troy Franklin,1590.0,00-0039868,FranTr00,,Oregon,765dffd8-8112-4078-86a1-924ccebf1069,WR,2003-02-06,22.4,1286176.0,2.0,41009.0,17719.0,2024.0,4431280.0,,2025,
1.0,28.0,,KCC,23019.0,11624.0,0.0,16620,26730787.0,xavier worthy,40877.0,,xavier-worthy-1,,71.0,165.0,Xavier Worthy,1591.0,00-0039894,WortXa00,,Texas,52e049b1-0a7a-4e7f-9866-d2848e9cc478,WR,2003-04-27,22.2,1326638.0,28.0,40877.0,17687.0,2024.0,4683062.0,,2025,
4.0,113.0,,BAL,26011.0,11629.0,0.0,16621,26702084.0,devontez walker,40991.0,,devontez-walker-1,,73.0,198.0,Devontez Walker,1592.0,00-0039792,WalkDe01,,North Carolina,b5d1ed29-c72a-45ff-ae60-337e13728b2f,WR,2001-06-19,24.0,1277914.0,13.0,40991.0,17728.0,2024.0,4696882.0,,2025,
1.0,31.0,,SFO,26214.0,11638.0,0.0,16622,3122949.0,ricky pearsall,40892.0,,ricky-pearsall-1,,75.0,189.0,Ricky Pearsall,1593.0,00-0039916,PearRi00,,Florida,aca4c1b8-915f-4295-92e4-05b51feee6b1,WR,2000-09-09,24.8,1161416.0,31.0,40892.0,17761.0,2024.0,4428209.0,,2025,
7.0,225.0,,LAC,26213.0,11621.0,0.0,16623,3166803.0,brenden rice,41098.0,,brenden-rice-1,,75.0,210.0,Brenden Rice,1594.0,00-0039415,RiceBr00,,USC,5c33558d-02fb-4c99-88d3-37083472c19f,WR,2002-03-18,23.3,1225999.0,5.0,41098.0,17756.0,2024.0,4686781.0,,2025,
5.0,156.0,,CLE,26162.0,11633.0,0.0,16624,3127827.0,jamari thrash,41016.0,,jamari-thrash-1,,72.0,190.0,Jamari Thrash,1595.0,00-0039379,ThraJa01,,Louisville,1472d4aa-ffbf-4683-aa91-86bc4795b34e,WR,2000-12-19,24.5,1178628.0,21.0,41016.0,17686.0,2024.0,4428678.0,,2025,
6.0,185.0,,PHI,25295.0,11636.0,0.0,16625,3163268.0,johnny wilson,41089.0,,johnny-wilson-3,,78.0,228.0,Johnny Wilson,1596.0,00-0039236,WilsJo03,,Florida State,e8d389b5-56c8-4276-9983-0dbcc1663507,WR,2001-04-03,24.3,1213486.0,9.0,41089.0,17011.0,2024.0,4686104.0,,2025,
2.0,52.0,,IND,24357.0,11625.0,0.0,16626,26701928.0,adonai mitchell,40915.0,,adonai-mitchell-1,,74.0,205.0,Adonai Mitchell,1597.0,00-0039890,MitcAd00,,Texas,190dbc97-2b7c-4023-b6b0-5729b854b60b,WR,2002-10-08,22.7,1285908.0,20.0,40915.0,17668.0,2024.0,4597500.0,,2025,
2.0,34.0,,LAC,26122.0,11635.0,0.0,16627,3163962.0,ladd mcconkey,40908.0,,ladd-mcconkey-1,,72.0,185.0,Ladd McConkey,1598.0,00-0039915,McCoLa00,,Georgia,473bc7e5-c393-4f21-9e49-3ffc16711238,WR,2001-11-01,23.7,1218643.0,2.0,40908.0,17724.0,2024.0,4612826.0,,2025,
3.0,92.0,,TBB,23179.0,11618.0,0.0,16628,3162347.0,jalen mcmillan,40954.0,,jalen-mcmillan-1,,73.0,192.0,Jalen McMillan,1599.0,00-0039855,McMiJa01,,Washington,c2b25795-8c63-425a-8790-f6d626dbf0d3,WR,2001-12-07,23.6,1213726.0,28.0,40954.0,17763.0,2024.0,4430834.0,,2025,
3.0,84.0,,PIT,26160.0,11630.0,0.0,16629,3169495.0,roman wilson,40952.0,,roman-wilson-1,,70.0,186.0,Roman Wilson,1600.0,00-0039739,WilsRo02,,Michigan,43563ab6-46b9-44d3-aaf2-bc1eb4d1f8d1,WR,2001-06-19,24.0,1229669.0,20.0,40952.0,17043.0,2024.0,4431492.0,,2025,
,,,CIN,26379.0,11608.0,0.0,16630,3126581.0,isaiah williams,41421.0,,,,70.0,185.0,Isaiah Williams,,00-0039451,,,Illinois,2ddb2f40-07bc-11ef-82d9-5f86367458d3,WR,2001-01-29,24.4,1176432.0,,41421.0,17977.0,2024.0,4569371.0,,2025,
2.0,37.0,,NEP,26205.0,11619.0,0.0,16631,3162664.0,jalynn polk,40914.0,,jalynn-polk-1,,73.0,203.0,Ja'Lynn Polk,1602.0,00-0039907,PolkJa00,,Washington,446ecdc5-470d-4cb6-9a77-b54c108e3d3a,WR,2002-04-11,23.2,1213881.0,5.0,40914.0,17684.0,2024.0,4430637.0,,2025,
3.0,80.0,,CIN,22956.0,11640.0,0.0,16632,3163951.0,jermaine burton,40974.0,,jermaine-burton-1,,72.0,204.0,Jermaine Burton,1603.0,00-0039810,BurtJe01,,Alabama,dc363b05-4551-4cb0-9bfc-ba462cb1cd5b,WR,2001-06-28,24.0,1218631.0,16.0,40974.0,17738.0,2024.0,4429033.0,,2025,
6.0,213.0,,LAR,23135.0,11623.0,0.0,16633,3122843.0,jordan whittington,41083.0,,jordan-whittington-2,,73.0,202.0,Jordan Whittington,1604.0,00-0039751,WhitJo04,,Texas,7cc58a3b-157a-4f43-a7de-5bc403f9ce6b,WR,2000-10-01,24.8,1163273.0,37.0,41083.0,17688.0,2024.0,4569382.0,,2025,
,,,ARI,23957.0,11921.0,0.0,16634,3131562.0,xavier weaver,,,,,73.0,169.0,Xavier Weaver,,00-0039521,,,Colorado,ffd59710-0582-11ef-823c-c3942ac17525,WR,2000-10-12,24.7,1180538.0,,41202.0,18041.0,2024.0,4428811.0,,2025,
